index,username,tweet_id,tweet_text,org_step_1,org_step_2,relevant,category,query,datetime_of_tweet,datetime_of_query,link,mentioned_location,location,image
1914,pizad_sura,1.68E+18,สะพานพุทธครับ ปากคลองตลาด ฝั่งธนเพิ่งสร้างทางเดินริมน้ำเสร็จ มาไทยห้ามพลาดคับ,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ศาลาธรรมสพน์"" OR ""ศาลาแดง"" OR ""ศิริพงษ์"" OR ""สนามไชย"" OR ""สมเด็จพระนเรศวรมหาราช"" OR ""สมเด็จพระปิ่นเกล้า"" OR ""สมเด็จพระเจ้าตากสิน"" OR ""สมเด็จเจ้าพระยา"" OR ""สวนสยาม"" OR ""สวนหลวง"" OR ""สวรรคโลก"" OR ""สะพานควาย"" OR ""สะพานพุทธ"" OR ""สังคโลก"" OR ""สาทร-คอนแวนต์"")",2023-07-27 17:14:58,2024-02-20 21:51:31,https://twitter.com/pizad_sura/status/1684613361923940352,สะพานพุทธ,,[]
1915,wavyluvluv,1.68E+18,ไม่เคยเกลียดมอไซบนทางเท้าขนาดนี้จนกระทั่งมาอยู่กทม อิห่าอยากกรี้ดใส่หน้าทุกคนที่กุเจอขับรถบนทางเท้า,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-27 16:53:24,2024-02-20 22:52:41,https://twitter.com/wavyluvluv/status/1684607933806710784,,,[]
1916,Oolongmilktea89,1.68E+18,ฟุตบาทอโศกมนตรีโคตรแย่ ทั้งแคบทั้งสิ่งกีดขวางเยอะ กระเบื้องปูพื้นแตกหัก พาคนตาบอดขึ้นฟุตบาทได้ก็ไม่ได้มีกระเบื้องนำทางสำหรับคนตาบอดให้เขาเดินไปเองได้,สนง.โยธา,สนง.โยธา,TRUE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระราม5"" OR ""พระราม 5"" OR ""พระรามที่6"" OR ""พระราม6"" OR ""พระราม 6"" OR ""พุทธมณฑลสาย 1"" OR ""พุทธมณฑล สาย1"" OR ""พุทธมณฑลสาย1"" OR ""พุทธมณฑลสาย 2"" OR ""พุทธมณฑล สาย2"" OR ""พุทธมณฑลสาย2"" OR ""พุทธมณฑลสาย 3"" OR ""พุทธมณฑล สาย3"" OR ""พุทธมณฑลสาย3"" OR ""อโศกมนตรี"")",2023-07-27 1:32:08,2024-02-20 22:19:07,https://twitter.com/Oolongmilktea89/status/1684376087562952704,อโศก,,[]
1917,ARTGARDENANDDE1,1.68E+18,"Working for Today !!! (26/7/2023) หน้างานวันนี้ เจริญกรุง กทม. ขอบพระคุณในการเลือกใช้สินค้าและการบริการของทางบริษัทครับ...
นอกจากงานปูนที่มีให้เลือกมากมายทางบริษัทยังมีงานซุ้ม เก้าอี้ แผ่นทางเดิน glass house ทั้งเหล็กหล่อ เหล็กดัด ทั้งนำเข้าและทางบริษัทผลิตในประเทศมากมาย",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-26 16:47:36,2024-02-20 22:52:41,https://twitter.com/ARTGARDENANDDE1/status/1684244083945148416,เจริญกรุง,,"['https://pbs.twimg.com/media/F1-jD3ZaEAEtwY2?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F1-jD3OaYAAAqRk?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F1-jD3YaIAAV62Z?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F1-jD3TacAAvX3l?format=jpg&name=360x360']"
1918,Nattacha_mfp,1.68E+18,"ไอที่ดี ๆ อยู่ ทุบทำใหม่ สงสัยว่างจัด
พอที่ไม่มี ไม่ค่อยดี ไม่ค่อยจะอยากทำเลยนะครับ 
กลับรถใต้ถนนกาญจนาภิเษก
หน้าหมู่บ้าน Be Motto 
ฟุตบาท กรุงเทพ สไตล์ เดินไม่ได้ แถมมืดไปอีก 
ฟุตบาทไทยสไตล์
#บางบอน-#บางขุนเทียน ฝากติดตาม ทีมทำงานของผมด้วยนะครับ
https://facebook.com/FutureBKT.Official?mibextid=9R9pXO…",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""บางนา"" OR ""ทวีวัฒนา"" OR ""ทุ่งครุ"" OR ""บางบอน"" OR ""กรุงธนบุรี"" OR ""กรุงเทพกรีฑา"" OR ""กล้วยน้ำไท"" OR ""กัลปพฤกษ์"" OR ""กัลยาณไมตรี"" OR ""กาญจนาภิเษก"" OR ""กำแพงเพชร"" OR ""กิ่งแก้ว"" OR ""ขี้เสือใหญ่สามัคคี"" OR ""ข้าวสาร"" OR ""ครุใน"")",2023-07-26 1:50:26,2024-02-20 21:10:43,https://twitter.com/Nattacha_mfp/status/1684018307102564352,บางขุนเทียน,,['https://pbs.twimg.com/media/F17Vt6naUAE8hn4?format=jpg&name=900x900']
1919,Wworaton,1.68E+18,ดู Sweet Sensory ตอนแรกแล้วรู้สึกว่า กรุงเทพไม่เหมาะกับคนตาบอดเลย5555 ถนนก็ไม่ดี ร้านค้าบนทางเท้าก็เยอะสิ่ง สิ่งกีดขวางทางเดินก็เยอะอีก,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-25 16:36:29,2024-02-20 22:52:41,https://twitter.com/Wworaton/status/1683878900357812224,,,[]
1920,manageurselfs,1.68E+18,แล้วใครมันอนุญาตให้ร้านข้างทางขายของริมถนนล่ะ ใช่ ชช ป่ะ ตอนอัศวินนโยบายคือไม่ให้ขายของทางเท้า แต่ ชช มา บอกขายได้ มาตอนนี้จะมาด่าคน กทม เหี้ย คนเหี้ยคือใครกันแน่ ผู้ว่าป่ะวะ,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-25 15:34:56,2024-02-20 22:52:41,https://twitter.com/manageurselfs/status/1683863410063327233,,,[]
1921,RungLOVE17,1.68E+18,ไอ้ชัช มึงไปดูขยะข้างทางฟุตบาท เรี่ยราด อุดทุกท่อ ฝนตั้งเค้าแม่งรอท่วมเลย ดีแต่สร้างภาพ พูดดีเหลือเกิน แต่ไม่มีปัญญาลงมือทำ #ทำไม่ได้อย่าอาสามาเป็นผู้ว่า #ชัชชาติ @chadchart_trip,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-25 11:22:47,2024-02-20 22:52:41,https://twitter.com/RungLOVE17/status/1683799956178751488,,,"['https://pbs.twimg.com/media/F14KnOSacAAmEtc?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F14KncyaUAESFRc?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F14KnpAaEAEhE30?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F14Kn10aMAE2dM1?format=jpg&name=360x360']"
1922,chiffonMINAA,1.68E+18,สึมอ่ะ รถติด ฝุ่นเยอะ อากาศร้อน ฝนแล้ง ฟุตบาทไม่ดี ท่อน้ำตัน ไฟจารจรพัง แม่น้ำเน่า รถย้อนศร ข้าวไม่อร่อย เงินเฟ้อ เห้อ กรุงเทพพี่ไม่มีพี่มินมันแย่อย่างงี้นี่เอง,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-25 8:46:33,2024-02-20 22:52:41,https://twitter.com/chiffonMINAA/status/1683760639947460608,,,[]
1923,nokniya,1.68E+18,"#ไวรัสตับตัวร้าย #ต้นเหตุของมะเร็งตับ
พบ นพ.จิรสิทธิ ถาวรบุตร (อายุรศาสตร์โรคระบบทางเดินอาหารและตับ รพ.กรุงเทพภูเก็ต)
ใน #DoctorOnAir พรุ่งนี้ 

ออกอากาศพร้อมกันทาง #97MazzRadio #Yesterday106.5 #NiyaMedia #นิยาทอล์ค #นิยามีเดีย
#รีรัน ทาง #AndamanChannel #PAcableTV",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-25 6:04:43,2024-02-20 22:52:41,https://twitter.com/nokniya/status/1683719909837254656,,,['https://pbs.twimg.com/media/F13GVXVaMAAFBUn?format=jpg&name=small']
1924,bw_nano,1.68E+18,กทมควรเลิกให้ตั้งร้านตามทางเท้าควรหาที่ว่างๆให้เช่าไม่แพงตั้งร้านจัดการการทิ้งเศษอาหารจากร้านพวกนี้ให้เป็นระบบเลยน่าจะลดท่อตันได้ระดับหนึ่งแต่คนไทยมักง่ายเอาแต่ตัวสบายไม่มีระเบียบวินัยจิตสำนึกเลย,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-25 4:02:29,2024-02-20 22:52:41,https://twitter.com/bw_nano/status/1683689151458336768,,,[]
1925,rinradw_,1.68E+18,เรื่องน้ำท่วมในกรุงเทพนี่มาจากปัญหาขยะเอย เทน้ำมันเทนู่นนี่ลงท่อเอยใดๆ ถ้าออกกฎมาปรับ ก็มาด่าอีกประชาชนหาเช้ากินค่ำปรับแรงได้ไง เหมือนอิขับรถทางเท้า,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-25 3:52:46,2024-02-20 22:52:41,https://twitter.com/rinradw_/status/1683686705260564480,,,[]
1926,MDechasakulsom,1.68E+18,"ลงพื้นที่ก่อสร้างคูน้ำริมถนนวิภาวดีรังสิต แก้ไขปัญหางาน
- จุดแรกงานก่อสร้างล่าช้า กองวัสดุไม่เป็นระเบียบบริเวณหน้าสำนักงานเดลินิวส์ 
- จุดที่สองท่อประปาและเสาไฟฟ้ากีดขวางบนทางเท้าหน้าโชว์รูมนิสสัน 
- จุดที่สามรถไฟฟ้าตกลงในคูวิภาวดีฯขณะฝนตกเวลาสี่ทุ่มเศษบริเวณซอยวิภาวดีรังสิต ๒๘",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""วงเวียนเล็ก"" OR ""วงเวียนใหญ่"" OR ""วงแหวนอุตสาหกรรม"" OR ""วชิรธรรมสาธิต"" OR ""วรจักร"" OR ""วังหลัง"" OR ""วัชรพล"" OR ""วัฒนธรรม"" OR ""วิทยุ"" OR ""วิภาวดีรังสิต"" OR ""วิสุทธิกษัตริย์"" OR ""วุฒากาศ"" OR ""ศรีนครินทร์"" OR ""ศรีนครินทร์-ร่มเกล้า"" OR ""ศรีอยุธยา"")",2023-07-25 2:01:21,2024-02-20 21:47:20,https://twitter.com/MDechasakulsom/status/1683658664891252738,วิภาวดีรังสิต,,"['https://pbs.twimg.com/media/F12OoR1aEAAJZMr?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F12OoR4akAIhlOd?format=jpg&name=small', 'https://pbs.twimg.com/media/F12OoR6akAARBly?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F12OoR7aUAArg10?format=jpg&name=small']"
1927,kcuzter,1.68E+18,เห็นมั้ย ใคร ๆ ก็ดูออกว่าอิพ่กชายแท้มันสมองตื้นแค่ไหน หลุมทางเท้าในกทม.ยังลึกกว่าเลยพี่  ถึงถนนจะขรุขระแต่ก็มีสมองชายแท้ที่รายเรียบนะเตง,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-24 10:53:14,2024-02-20 22:52:41,https://twitter.com/kcuzter/status/1683430130553851904,,,[]
1928,MynamIsIO,1.68E+18,แม่ค้าทางเท้า ใน กทม ที่เท ตลอด คน กทม เกิด กทม เหรอนั่น,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-24 5:16:22,2024-02-20 22:52:41,https://twitter.com/MynamIsIO/status/1683345354492637184,,,[]
1929,KrisSRPJS,1.68E+18,จริงๆ งานนี้ถ้าได้นั่งดอย ไม่ได้เบเนฟิต ละต้องเดินทางไกลเราว่าไม่ค่อยโอเคนะ เราออกบ้าน 8 โมง บินมา กทม เราอยู่รอจนพี่แมนน้องเบนกลับตอนนั้นเที่ยงคืนกว่าละมั้ง ยาวนานมากจริงๆ ละในงานเค้าเดินไม่ทั่วถึงอ่ะ ขนาดเราโซนบีแถวแรกที่มีทางเดินผ่าน นึกว่า นสด จะเดินผ่าน แต่ไม่เลย…,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-24 2:08:02,2024-02-20 22:52:41,https://twitter.com/KrisSRPJS/status/1683297961026150407,,,[]
1930,Iknowyo52806963,1.68E+18,จริงค่ะ อยากให้ไปเเดินชี้สายไฟ เดินชี้กองขยะ เดินชี้ริมฟุตบาท ทำคอนเทนต์แบบที่เคยชอบทำอะคะ #ชัชชาติ #เพื่อไทย #อ๋อมสกาวใจ,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-24 1:20:44,2024-02-20 22:52:41,https://twitter.com/Iknowyo52806963/status/1683286055032864768,,,['https://pbs.twimg.com/media/F1uLT8LaAAISNdi?format=jpg&name=small']
1931,flowingap,1.68E+18,เวลาตีสองกับถนนกรุงเทพวันฝนตก เป็นองค์ประกอบที่คิดยังไงก็ไม่อยากไปเดินเด็ดขาด แต่แค่มีขุนพลอยู่ บรรยากาศทางเดินเท้าที่มีน้ำขังก็จะดูดีขึ้นมา 300%,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-23 19:59:47,2024-02-20 22:52:41,https://twitter.com/flowingap/status/1683205288164462596,,,['https://pbs.twimg.com/media/F1vySXtaQAAhmbi?format=jpg&name=small']
1932,IKlaibaan,1.68E+18,หากินบนทางเท้าด้วย อ.ชัชชาติ ช่วยด้วยครับ,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-23 19:58:09,2024-02-20 22:52:41,https://twitter.com/IKlaibaan/status/1683204876824633345,,,[]
1933,PaknamM,1.68E+18,ทางเท้ากทม.มีปัญหาเกือบ 100% แม้เพิ่งสร้างก็ชำรุดแบบไม่น่าเชื่อในเวลาไม่ถึงปี,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-23 17:16:51,2024-02-20 22:52:41,https://twitter.com/PaknamM/status/1683164283012800512,,,[]
1934,_fukotriple0825,1.68E+18,จริงๆรวมทุกร้านที่ตั้งข้างทางในประเทศไทยเลยก็ได้นะ เพราะอยู่ที่ไหนนี่ก็เห็นร้านบนทางเท้าเทเศษอาหารลงถนน ลงท่อหมด แต่กทมมันดูหนัก เพราะมีร้านบนทางเท้าทุก 10 เมตร เมืองแออัด ประชากรเยอะ ทุกร้านมีคนกินหมด อัตราการบริโภคสูง และเมืองเล็ก ผังเมืองพัง มันเลยดูอาการหนักสุด,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-23 16:43:45,2024-02-20 22:52:41,https://twitter.com/_fukotriple0825/status/1683155952730796035,,,[]
1935,morethan_grey,1.68E+18,เจอคุณชัชชาติตอนกำลังไปถวายเทียนพอดีตรงหน้าศาลายา คือเค้าเอาเทศกิจมาลงแล้วแบบตรงท่อคือขยะแบบชิบหายกองอยู่บนฟุตบาท เพื่อนบอกอันนั้นคือทีาเค้าแงะออกมาจากท่อ มีทั้งเศษถุง ขวด กระดาษเปียกๆ แก้วน้ำ อะไรก็ไม่รู้เต้มไปหมด ไม่สงสัยทำไมน้ำท่วม,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-23 14:40:19,2024-02-20 22:52:41,https://twitter.com/morethan_grey/status/1683124889253998592,,,[]
1936,1a_oneofseven,1.68E+18,เรื่องทิ้งขยะไม่เป็นที่ มันเป็นปัญหาจริงๆนะ บ้านเราไม่ได้อยู่กทม แต่ถ้าตกหนักก็ท่วมเพราะคนทิ้งขยะลงถนนหมดลงข้างทาง ฟุตบาทไม่ทิ้งลงถัง ส่วนขยะในถังบางคนที่เก็บขยะขายก็มารื้อไม่เก็บที่เดิมแต่รื้อทิ้งลงถนน เวลาท่วม ทุกคนก็ไม่มาช่วยเขี่ยขยะจากปากท่อทิ้ง ถ้าช่วยกันเขี่ยทั้งถนนก็ลดเร็ว,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-23 13:29:08,2024-02-20 22:52:41,https://twitter.com/1a_oneofseven/status/1683106977273225216,,,[]
1937,memcyptq,1.68E+18,55555555555ชาเล้นจ์ใหม่เก็บฟุตบาททุกซอยในกรุงเทพ,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-23 11:35:24,2024-02-20 22:52:41,https://twitter.com/memcyptq/status/1683078355141402624,,,[]
1938,Karma_Trust_8,1.68E+18,"ตัดปัญหาขับรถบนทางเท้าไปได้ทันที สินะ
การแก้ปัญหาของ มาสคอต กทม. ล้ำลึก",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-23 10:14:19,2024-02-20 22:52:41,https://twitter.com/Karma_Trust_8/status/1683057951429500930,,,['https://pbs.twimg.com/media/F1tCNlIaAAIIj6a?format=jpg&name=small']
1939,CSoonnme,1.68E+18,นี้ค่อนข้างโอเคก้บการทำงานของเขานะ อย่างเมื่อวานเข้ากรุงเทพเพราะมีไปคอนฯ ฉันจอยกับการเดินทางเท้าที่แล้วไม่มีคนขี่รถบนฟุตบาท โอเคกับการนั่งวินแล้ววินบอกช้าหน่อยนะวิ่งบนทางเท้าไม่ได้เดี๋ยวโดนปรับ เนียะแค่ระยะเวลาในการรับตำแหน่งไม่นานเค้าก็เริ่มเปลี่ยนพฤติกรรมมักง่ายของคนไทยได้แล้ว,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-23 10:03:47,2024-02-20 22:52:41,https://twitter.com/CSoonnme/status/1683055299731783680,,,[]
1940,MatichonOnline,1.68E+18,ร้านค้าแผงลอยจำหน่ายสินค้าที่สื่อถึงพรรคก้าวไกล อาทิ  เสื้อยืดสกรีนรูปใบหน้านายพิธา ลิ้มเจริญรัตน์ หัวหน้าพรรคก้าวไกล  โดยวางบนทางเดินเท้าใกล้สถานีรถไฟฟ้า สถานีอโศก,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""อนุสาวรีย์ชัยฯ"" OR ""อรุณอมรินทร์"" OR ""อังรีดูนังต์"" OR ""อัสสัมชัญ"" OR ""อาจณรงค์"" OR ""อิสรภาพ"" OR ""อุดมสุข"" OR ""อู่ทองนอก"" OR ""อู่ทองใน"" OR ""อโศก-ดินแดง"" OR ""อโศก-เพชรบุรี"" OR ""อโศก"" OR ""อ่อนนุช"" OR ""เกษมราษฎร์"" OR ""เกียกกาย"")",2023-07-23 10:01:49,2024-02-20 22:03:26,https://twitter.com/MatichonOnline/status/1683054805617610753,อโศก,,[]
1941,_wpssw,1.68E+18,แล้วเป็นหน้าที่ของตัวเองด้วย เข้าใจเลยทำไมประเทศไทยมันไม่ไปไหนสักที เอาแค่กทมที่บอกกันว่าเจริญแล้วแต่ดูสภาพถนน ฟุตบาท สายไฟก็อายแล้วค่ะ,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-23 9:06:17,2024-02-20 22:52:41,https://twitter.com/_wpssw/status/1683040829265547264,,,[]
1942,cherish_foryou,1.68E+18,กทม. นอกจากติดกล้องมอไซต์ขับบนทางเท้าแล้ว จับภาพร้านค้าเทน้ำลงท่อด้วยก็น่าจะดีนะ,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-23 7:15:11,2024-02-20 22:52:41,https://twitter.com/cherish_foryou/status/1683012867556261888,,,[]
1943,Take_ME_A_SiP75,1.68E+18,ถ้ารวมตัวกันแบบนี้ไปเรียกร้องถนนดีๆ ฟุตบาทดีๆ ไม่มีน้ำท่วมได้บ้าง กทม คงเจริญ ได้กลิ่นความเจริญของจริง… งี่เง่าว่ะ เสียเวลา เรื่องควรทำไม่ทำ,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-23 5:30:36,2024-02-20 22:52:41,https://twitter.com/Take_ME_A_SiP75/status/1682986547946323971,,,[]
1944,TallyXiaxy,1.68E+18,"กทม.น้ำท่วมทุกฝน รถเก็บขยะไม่เก็บขยะ ฟุตบาทมีแต่ร้าน ขยะเต็ม สะพานถล่ม หยุดโครงการ หนีหนี้รถไฟฟ้า … ชช.ไปวิ่งโคราช 
นี้อยากให้ประเทศพินาศใช่มั้ยคะ? https://x.com/ohhlylac/statu/ohhlylac/status/1682972280148881408…",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-23 5:09:10,2024-02-20 22:52:41,https://twitter.com/TallyXiaxy/status/1682981156604768256,,,[]
1945,artsiwat,1.68E+18,สมัยชัชชาติจะให้ดีกว่าเดิมอย่างไร ก็ขยะยังเก็บช้ากว่าสมันก่อน แถมให้แม่ค้าขายของบนฟุตบาท พวกขยะที่ล้นถังกับ เศษอาหาร คราบไขมัน มันลงไปอุดตันท่อระบายน้ำมากกว่าเดิม,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-23 2:19:00,2024-02-20 22:52:41,https://twitter.com/artsiwat/status/1682938333452996608,,,[]
1946,katexmt,1.68E+18,ถ้าเป็น กทม คงมีคนตายเยอะ เพราะฟุตบาทแคบร้านค้าแผงลอยเพียบ,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-23 2:00:05,2024-02-20 22:52:41,https://twitter.com/katexmt/status/1682933570283917312,,,[]
1947,ejuinwonderland,1.68E+18,มันคือที่ไหนนะคะ บรรยากาศน่าเดินมากกก เดิน 15 นาทีที่กทม.(นอกห้าง)คือเหมือนโดนแผดเผา เหมือนลุ้นเหยียบกับระเบิดตอนฝนตก เหมือนเดินบนถนนเพราะมอไซค์ก็มาวิ่งบนทางเท้า,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-23 0:35:38,2024-02-20 22:52:41,https://twitter.com/ejuinwonderland/status/1682912318412431360,,,[]
1948,KhaosodOnline,1.68E+18,"ตกลงยังไง? หนุ่มร้อง เพจ “เฮ้ย นี่มันฟุตบาทไทยแลนด์” สะท้อนปัญหาทางเท้า “ร้านก๋วยจั๊บชื่อดัง” ย่านถนนพระอาทิตย์ กทม. วางโต๊ะให้ลูกค้านั่งกินริมทาง-ข้างป้ายรถเมล์แน่น วอนช่วยแก้ไข

คลิก : https://khaosod.co.th/special-stories/news_7778675…",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-22 14:09:33,2024-02-20 22:52:41,https://twitter.com/KhaosodOnline/status/1682754758845816832,,,['https://pbs.twimg.com/media/F1pYcswakAYct4c?format=jpg&name=small']
1949,cheeeeerrp,1.68E+18,คือนี่อยากเดินนะ ถ้าทางเดินในกทมมันดี อากาศไม่ร้อน 15นาทีแบบไม่เร่งรีบคือสบายมากชมนกชมไม้ สมัยอยู่หอไปแค่นิดเดียวนี่ก็ขับรถออกไปแล้ว เดินไม่ไหวร้อน แง,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-22 12:09:36,2024-02-20 22:52:41,https://twitter.com/cheeeeerrp/status/1682724575455621120,,,[]
1950,byunnxbeat,1.68E+18,กุอยู่กรุงเทพมา 2 เดือน กล้ามขากุขึ้นเพราะทางเดินของรฟฟสายเหลืองล้วนๆ แม่เย้ด เดินไกลมากจริงกล้ามขากุเป็นข้อพิสูจน์,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-22 11:39:29,2024-02-20 22:52:41,https://twitter.com/byunnxbeat/status/1682716995668836352,,,[]
1951,ZZz131996,1.68E+18,"อยู่กทม.ต่อให้ระยะเดินแค่15นาทีแต่เดินจริงเกินตลอด ทั้งฟุตบาทพัง,มีแอ่งน้ำ,มอไซสวนมา,หนูวิ่งผ่าน,แผงขายของกีดทาง นึกถึงทีไรละไมเกรนจะขึ้นยิ่งวันไหนฝนตกนะบันเทิงขึ้นไปอีก",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-07-22 10:32:48,2024-02-20 22:52:41,https://twitter.com/ZZz131996/status/1682700212308156417,,,[]
