index,username,tweet_id,tweet_text,org,relevant,category,query,datetime_of_tweet,datetime_of_query,link,mentioned_location,location,image
757,viatonton,1705036740506087799,ที่เดิม ทุกปี ซอยสุขุมวิท 107 ท่วมฟุตบาทเป็นระยะ ๆ ครับ,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-09-22 1:50:11,2023-11-16 16:20:05,https://twitter.com/viatonton/status/1705036740506087799,สุขุมวิท,,[]
758,traffic_1197,1705026344856506846,"08.06 น.เช้านี้(22 ก.ย.66) แบริ่ง-ลาซาล น้ำท่วมผิวจราจร, บริเวณหน้าโรงเรียนเซนต์โยเซฟ บางนา น้ำท่วมมิดฟุตบาท
.
Cr.@CSinjareon",,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""บางนา"" OR ""ทวีวัฒนา"" OR ""ทุ่งครุ"" OR ""บางบอน"" OR ""กรุงธนบุรี"" OR ""กรุงเทพกรีฑา"" OR ""กล้วยน้ำไท"" OR ""กัลปพฤกษ์"" OR ""กัลยาณไมตรี"" OR ""กาญจนาภิเษก"" OR ""กำแพงเพชร"" OR ""กิ่งแก้ว"" OR ""ขี้เสือใหญ่สามัคคี"" OR ""ข้าวสาร"" OR ""ครุใน"")",2023-09-22 1:08:53,2023-11-16 15:29:44,https://twitter.com/traffic_1197/status/1705026344856506846,บางนา,,['https://pbs.twimg.com/media/F6l4UaTa8AA1nSK?format=jpg&name=small']
759,_urmygravity,1705016048142172467,ฝากแก้ไขน้ำท่วมขังตรงตลาดบันหยัดทรัพย์ (เขียนไงวะ) ตรงแยกกิ่งแก้วที คนแถวนี้จะเป็นโรคน้ำกัดเท้าตายทุกครั้งที่ฝนตกหนัก ท่วมมายันฟุตบาท เมื่อไหร่จะมีคนแก้สักทีวะ #ลาดกระบัง #ตลาดวัดสอง,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-09-22 0:27:58,2023-11-16 15:16:13,https://twitter.com/_urmygravity/status/1705016048142172467,ลาดกระบัง,,['https://pbs.twimg.com/media/F6lvDUXaYAA0PVx?format=jpg&name=small']
761,weeranan,1704920636521595237,"สส.อิ่ม @aim_theerarat ลงพื้นที่ดูน้ำท่วมขังบน ถ.หลวงแพ่ง ในเขตลาดกระบัง กทม. พบบางจุด ระดับน้ำล้นขึ้นมาบนทางเท้า จนท.กำลังเร่งระบายน้ำลงคลอง หลังเกิดฝนตกหนัก 

กทม. เผยปริมาณฝนสะสม 12 ชม. ในเขตลาดกระบัง อยู่ที่ 81-103 มม. มากสุดเขตบางนา 151.5 มม. #ฝนตก #ธีรรัตน์สำเร็จวาณิชย์",,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-21 18:08:50,2023-11-16 14:52:12,https://twitter.com/weeranan/status/1704920636521595237,ลาดกระบัง,,[]
762,SmileZ_ZZZ,1704895789011734563,"รายงานจากไลฟ์อชช.ช่วงดึก...
-แบริ่งกับลาซาลดีขึ้นแล้ว
-เหลือสุขุมวิท 103 กับ 101 ที่ยังท่วมอยู่ คาดว่าประมาณ 2 ชม.น้ำน่าจะลงหมด 
-ประชาชนติดค้างเพราะไม่มีรถกลับ มีการจัดหารถมาช่วยส่งประชาชนอยู่
-ลาดกระบังแถวคลองหัวตะเข้ยังมีท่วมประมาณเท่าฟุตบาท
#ชัชชาติ #น้ำท่วม",,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-21 16:30:06,2023-11-16 14:52:12,https://twitter.com/SmileZ_ZZZ/status/1704895789011734563,ลาดกระบัง,,[]
764,arunee_mini,1704871508974387662,สุขุมวิท 101/1 ซอยวชิรธรรมสาธิต น้ำท่วมเสมอฟุตบาทช่วงกลางซอยตลาดมหาสินเป็นต้นไป รถเล็กผ่านลำบาก ขอบคุณรถเขตพระโขนงมาให้บริการประชาชน พูดจาไพเราะ ช่วยบรรเทาความเดือดร้อนที่ไม่มียานพาหนะ,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระนคร"" OR ""หนองจอก"" OR ""บางรัก"" OR ""บางเขน"" OR ""บางกะปิ"" OR ""ปทุมวัน"" OR ""ป้อมปราบศัตรูพ่าย"" OR ""พระโขนง"" OR ""มีนบุรี"" OR ""ลาดกระบัง"" OR ""ยานนาวา"" OR ""สัมพันธวงศ์"" OR ""พญาไท"" OR ""ธนบุรี"" OR ""บางกอกใหญ่"")",2023-09-21 14:53:37,2023-11-16 15:16:13,https://twitter.com/arunee_mini/status/1704871508974387662,พระโขนง,,[]
765,attopsa4,1704866032308117553,พัฒนาการคือท่วมยันฟุตบาท 55555555 #ฝนตกหนัก,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พร้อมพงษ์"" OR ""พหลโยธิน"" OR ""พัฒนาการ"" OR ""พาหุรัด"" OR ""พิบูลสงคราม"" OR ""พิษณุโลก"" OR ""พุทธบูชา"" OR ""พุทธมณฑล สาย 1"" OR ""พุทธมณฑล สาย 2"" OR ""พุทธมณฑล สาย 3"" OR ""มหรรณพ"" OR ""มหาไชย"" OR ""มอเตอร์เวย์"" OR ""มิตรภาพไทย-จีน"" OR ""มไหสวรรย์"")",2023-09-21 14:31:51,2023-11-16 15:56:58,https://twitter.com/attopsa4/status/1704866032308117553,พัฒนาการ,,[]
766,neomanmideulgae,1704862936064561384,สุดยอดมากตัวชั้น  เดินเท้าจากทิ่มงานตรงแยกรัชโย มายูเนี่ยนมอลล์ เพื่อต่อ mrt พหลโยธิน กางร่มเกร๋ ๆ ท่ามกลางสายฝนที่ตกหนักสลับเบา และทางเดินที่มีน้ำท่วมขังเกือบตลอดทาง... #ชีวิตดีดีที่กรุงเทพ,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พร้อมพงษ์"" OR ""พหลโยธิน"" OR ""พัฒนาการ"" OR ""พาหุรัด"" OR ""พิบูลสงคราม"" OR ""พิษณุโลก"" OR ""พุทธบูชา"" OR ""พุทธมณฑล สาย 1"" OR ""พุทธมณฑล สาย 2"" OR ""พุทธมณฑล สาย 3"" OR ""มหรรณพ"" OR ""มหาไชย"" OR ""มอเตอร์เวย์"" OR ""มิตรภาพไทย-จีน"" OR ""มไหสวรรย์"")",2023-09-21 14:19:33,2023-11-16 15:56:58,https://twitter.com/neomanmideulgae/status/1704862936064561384,พหลโยธิน,,[]
775,MrJackson852,1704839695136702866,รีวิวประเทศสีลมในวันฝนตก น้ำท่วมแบบเดินแล้วตีนจมน้ำ ละน้ำสกปรกสัสๆๆๆๆ ต้นไม้หักแผ่เต็มทางเดิน คุณภาพชีวิตตตตตตตต,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-09-21 12:47:12,2023-11-16 16:20:05,https://twitter.com/MrJackson852/status/1704839695136702866,สีลม,,"['https://pbs.twimg.com/media/F6jOpAPa8AA9p_1?format=jpg&name=small', 'https://pbs.twimg.com/media/F6jOpANbEAAHcgW?format=jpg&name=small']"
777,gytaogy,1704832848891679124,ห้องใครดูดเนื้อวะ คือมั่นเกินอะ กลิ่นลอยเต็มทางเดิน กุนึกว่าเดินอยู่ถนนข้าวสาร อิดอก,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""บางนา"" OR ""ทวีวัฒนา"" OR ""ทุ่งครุ"" OR ""บางบอน"" OR ""กรุงธนบุรี"" OR ""กรุงเทพกรีฑา"" OR ""กล้วยน้ำไท"" OR ""กัลปพฤกษ์"" OR ""กัลยาณไมตรี"" OR ""กาญจนาภิเษก"" OR ""กำแพงเพชร"" OR ""กิ่งแก้ว"" OR ""ขี้เสือใหญ่สามัคคี"" OR ""ข้าวสาร"" OR ""ครุใน"")",2023-09-21 12:20:00,2023-11-16 15:29:44,https://twitter.com/gytaogy/status/1704832848891679124,ข้าวสาร,,[]
778,wwhateverB,1704832719526777248,ทักทายจากประเทศแบริ่ง-ลาซาล มิดฟุตบาทค่ะ  #ฝนตก,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ราชินี"" OR ""รามคำแหง"" OR ""รามคำแหง-ศรีนครินทร์"" OR ""รามอินทรา"" OR ""ราษฎร์บูรณะ"" OR ""ร่มเกล้า"" OR ""ร่มเกล้า-สุวินทวงศ์"" OR ""ลาซาล"" OR ""ลาซาล-แบริ่ง"" OR ""ลาดกระบัง"" OR ""ลาดปลาเค้า"" OR ""ลาดพร้าว"" OR ""ลาดพร้าววังหิน"" OR ""ลาดหญ้า"" OR ""วงศ์สว่าง"")",2023-09-21 12:19:29,2023-11-16 16:06:14,https://twitter.com/wwhateverB/status/1704832719526777248,ลาซาล,,"['https://pbs.twimg.com/media/F6jIUfjaMAEl7n7?format=jpg&name=small', 'https://pbs.twimg.com/media/F6jIUfkakAAs7WT?format=jpg&name=small']"
779,jibjeab,1704829906193121666,"คนในด้อมเปลี่ยนชื่อเป็น
""ธรรมชาติ"" กันหมด
ผมก็เจอธรรมชาติเหมือนกัน
ธรรมชาติลงโทษ
ประเทศลาดพร้าวน้ำท่วมถึงฟุตบาท",,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประเวศ"" OR ""คลองเตย"" OR ""สวนหลวง"" OR ""จอมทอง"" OR ""ดอนเมือง"" OR ""ราชเทวี"" OR ""ลาดพร้าว"" OR ""วัฒนา"" OR ""บางแค"" OR ""หลักสี่"" OR ""สายไหม"" OR ""คันนายาว"" OR ""สะพานสูง"" OR ""วังทองหลาง"" OR ""คลองสามวา"")",2023-09-21 12:08:18,2023-11-16 15:25:10,https://twitter.com/jibjeab/status/1704829906193121666,ลาดพร้าว,,[]
780,mookiealive,1704823047193317549,เส้นสุขุมวิทตรง #ไบเทค #บางนา น้ำท่วมขัง ประมาณ 15 cm. เสมอฟุตบาท รถเก๋งยังขับได้ค่ะ  @js100radio,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""สาทร"" OR ""สาทรเหนือ"" OR ""สาทรใต้"" OR ""สาธุประดิษฐ์"" OR ""สามย่าน"" OR ""สามเสน"" OR ""สายไหม"" OR ""สายไหม-ลำลูกกา"" OR ""สำเพ็ง"" OR ""สิรินธร"" OR ""สีลม"" OR ""สี่พระยา"" OR ""สุขสวัสดิ์"" OR ""สุขุมวิท"" OR ""สุทธิสาร"")",2023-09-21 11:41:03,2023-11-16 16:20:05,https://twitter.com/mookiealive/status/1704823047193317549,บางนา,,[]
781,Pimmscnx,1704821539328364555,ฝนตกหนักมาก ไม่ถึง ชม. น้ำขังเกือบทุกเส้นที่ผ่านแล้วอะ เส้นนางลิ้นจี่คือมองไม่เห็นฟุตบาทละ,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-09-21 11:35:03,2023-11-16 15:43:02,https://twitter.com/Pimmscnx/status/1704821539328364555,นางลิ้นจี่,,[]
782,iBoZR,1704812297166950874,สุขุมวิทแถวบางนา น้ำจะปริ่มฟุตบาทแล้ว T_T,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""บางนา"" OR ""ทวีวัฒนา"" OR ""ทุ่งครุ"" OR ""บางบอน"" OR ""กรุงธนบุรี"" OR ""กรุงเทพกรีฑา"" OR ""กล้วยน้ำไท"" OR ""กัลปพฤกษ์"" OR ""กัลยาณไมตรี"" OR ""กาญจนาภิเษก"" OR ""กำแพงเพชร"" OR ""กิ่งแก้ว"" OR ""ขี้เสือใหญ่สามัคคี"" OR ""ข้าวสาร"" OR ""ครุใน"")",2023-09-21 10:58:20,2023-11-16 15:29:44,https://twitter.com/iBoZR/status/1704812297166950874,บางนา,,['https://pbs.twimg.com/media/F6i1mPrakAE7_Ob?format=jpg&name=small']
783,AitKanphong,1704810519281185181,"วันนี้ อ.เอท หารือในสภา เรื่อง
1 ขอไฟจราจรหน้า 
2 ทำถนนสุวินทวงศ์ 
3 ขอทางเดินเลียบคลองทุกคลองมีราวกั้นพร้อม 
4 พิจารณาการเวณคืนที่ดินศาลเจ้ามีนบุรี 
5ขอการปรับปรุงท่าเรือตลาดมีนบุรีเก่า 
6 ขอให้สายสีชมพูคืนพื้นผิวจราจรถนนรามอินทราให้เร็วขึ้น 
7 สนงตำรวจแก้ไขปัญหาขาดแคลนกำลังพล",,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ราชินี"" OR ""รามคำแหง"" OR ""รามคำแหง-ศรีนครินทร์"" OR ""รามอินทรา"" OR ""ราษฎร์บูรณะ"" OR ""ร่มเกล้า"" OR ""ร่มเกล้า-สุวินทวงศ์"" OR ""ลาซาล"" OR ""ลาซาล-แบริ่ง"" OR ""ลาดกระบัง"" OR ""ลาดปลาเค้า"" OR ""ลาดพร้าว"" OR ""ลาดพร้าววังหิน"" OR ""ลาดหญ้า"" OR ""วงศ์สว่าง"")",2023-09-21 10:51:16,2023-11-16 16:06:14,https://twitter.com/AitKanphong/status/1704810519281185181,มีนบุรี,,"['https://pbs.twimg.com/media/F6iznq3bMAAZzp-?format=jpg&name=small', 'https://pbs.twimg.com/media/F6izoCabwAANulM?format=jpg&name=small']"
789,aormor_1,1704514111235625389,อยากเล่าความตลกของตัวเองวันนี้ ไปเดินจตุจักร สักพักพร้อมกับเพื่อนอัพสตอรี่ว่าอยู่จตุจักร เลยบอกกับเพื่อนว่ากลับกันเถอะ แล้วทางเดินกลับเห็นพร้อม เลยหันกลับทางเดิม หนีเมนตลอดไปมั้งกูอะ  555555,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ห้วยขวาง"" OR ""คลองสาน"" OR ""ตลิ่งชัน"" OR ""บางกอกน้อย"" OR ""บางขุนเทียน"" OR ""ภาษีเจริญ"" OR ""หนองแขม"" OR ""ราษฎร์บูรณะ"" OR ""บางพลัด"" OR ""ดินแดง"" OR ""บึงกุ่ม"" OR ""สาทร"" OR ""บางซื่อ"" OR ""จตุจักร"" OR ""บางคอแหลม"")",2023-09-20 15:13:27,2023-11-16 15:20:42,https://twitter.com/aormor_1/status/1704514111235625389,จตุจักร,,[]
790,MONGMAKE,1704512827677888601,"WTS  7 OCT ! 

 :  Zone BR2 ( B3 ) 
Price 4,520 
Price 4,000 

หนึ่งใบนั่งใกล้ทางเดิน
นัดรับโซนลาดพร้าวรามอินทรา
หรือตามแนวรถไฟฟ้า",,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประเวศ"" OR ""คลองเตย"" OR ""สวนหลวง"" OR ""จอมทอง"" OR ""ดอนเมือง"" OR ""ราชเทวี"" OR ""ลาดพร้าว"" OR ""วัฒนา"" OR ""บางแค"" OR ""หลักสี่"" OR ""สายไหม"" OR ""คันนายาว"" OR ""สะพานสูง"" OR ""วังทองหลาง"" OR ""คลองสามวา"")",2023-09-20 15:08:21,2023-11-16 15:25:10,https://twitter.com/MONGMAKE/status/1704512827677888601,ลาดพร้าว,,"['https://pbs.twimg.com/media/F6AXnJFaMAAT2Qu?format=jpg&name=small', 'https://pbs.twimg.com/media/F6AXnI_aIAE4lFe?format=jpg&name=360x360', 'https://pbs.twimg.com/media/F6AXnJDaIAMI7gk?format=jpg&name=small']"
792,smookauei,1704495023180460539,ยืนรอรถเมล์ตรงจตุจักรแล้วเห็นกระจกจากป้ายโฆษณาแตกคือน่ากลัวมากนะ ไม่รู้เกิดขึ้นได้ไง (เพราะแตกก่อนจะมายืนรอ) แต่ถ้าคนเดินๆอยู่มีอะไรแบบนี้แตกลงมาคือเสียวอยู่เด้อ นี่ว่าถ้ามีป้ายไรติดทางเท้าแบบนี้อาจจะต้องคิดและออกแบบดีๆแล้วรึเปล่า,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ห้วยขวาง"" OR ""คลองสาน"" OR ""ตลิ่งชัน"" OR ""บางกอกน้อย"" OR ""บางขุนเทียน"" OR ""ภาษีเจริญ"" OR ""หนองแขม"" OR ""ราษฎร์บูรณะ"" OR ""บางพลัด"" OR ""ดินแดง"" OR ""บึงกุ่ม"" OR ""สาทร"" OR ""บางซื่อ"" OR ""จตุจักร"" OR ""บางคอแหลม"")",2023-09-20 13:57:36,2023-11-16 15:20:42,https://twitter.com/smookauei/status/1704495023180460539,จตุจักร,,['https://pbs.twimg.com/media/F6eVKuIXAAALAHu?format=jpg&name=900x900']
794,chaiyamparwaan,1704442925835546823,"ลงพื้นที่ตรวจสอบและแก้ปัญหาเรียบร้อย-พร้อมแวะพูดคุยกับพี่น้องพระราม2 ซอย20
.
มีประชาชนแจ้งมาทางแชทว่าทางเดินในซอยนี้ชำรุด ปูอัดจึงได้ประสานไปยังฝ่ายโยธา สำนักงานเขตจอมทอง เพื่อขอความอนุเคราะห์ให้ซ่อมทางเดิน ตอนนี้เรียบร้อยแล้วครับ เลยถือโอกาสนี้ลงพื้นที่…",,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""พระรามที่ 9"" OR ""พระราม9"" OR ""พระรามที่1"" OR ""พระราม1"" OR ""พระราม 1"" OR ""พระรามที่2"" OR ""พระราม2"" OR ""พระราม 2"" OR ""พระรามที่3"" OR ""พระราม4"" OR ""พระราม 3"" OR ""พระรามที่4"" OR ""พระราม4"" OR ""พระราม 4"" OR ""พระรามที่5"")",2023-09-20 10:30:35,2023-11-16 16:42:37,https://twitter.com/chaiyamparwaan/status/1704442925835546823,จอมทอง,,"['https://pbs.twimg.com/media/F6dlyoKbEAA_Rr9?format=jpg&name=small', 'https://pbs.twimg.com/media/F6dlyn_aAAA4CJp?format=jpg&name=small', 'https://pbs.twimg.com/media/F6dlyoMasAAvTa2?format=jpg&name=small', 'https://pbs.twimg.com/media/F6dlyoFbEAA1n99?format=jpg&name=small']"
795,Koch1119,1704412379696751014,โอ้ยยยยย หน้าเมกะบางนา มีน้องหมาหลุดอ่ะ อยู่เลนในเลย ละคือมีรถจอด พยายามจะพาน่องมาฟุตบาทหน้าเมกะตรงป้ายรถเมล์อ่ะ แต่น้องไม่ยอม ขืนสุด ฮืออออออ ละตรงนั้นสิบล้อเยอะอ่ะลูกกกกกก ข้ามมาาาาาาาาาา,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""บางนา"" OR ""ทวีวัฒนา"" OR ""ทุ่งครุ"" OR ""บางบอน"" OR ""กรุงธนบุรี"" OR ""กรุงเทพกรีฑา"" OR ""กล้วยน้ำไท"" OR ""กัลปพฤกษ์"" OR ""กัลยาณไมตรี"" OR ""กาญจนาภิเษก"" OR ""กำแพงเพชร"" OR ""กิ่งแก้ว"" OR ""ขี้เสือใหญ่สามัคคี"" OR ""ข้าวสาร"" OR ""ครุใน"")",2023-09-20 8:29:12,2023-11-16 15:29:44,https://twitter.com/Koch1119/status/1704412379696751014,บางนา,,[]
798,95_Pearl_,1704200592300855685,เมาครั้งที่แล้วน้องนอนบนฟุตบาทที่ถนนข้าวสาร.... เพื่อนถ่ายคลิปตอนน้องนั่งโบกเป็นตำรวจจราจรด้วย งงไปหมด 555555,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""บางนา"" OR ""ทวีวัฒนา"" OR ""ทุ่งครุ"" OR ""บางบอน"" OR ""กรุงธนบุรี"" OR ""กรุงเทพกรีฑา"" OR ""กล้วยน้ำไท"" OR ""กัลปพฤกษ์"" OR ""กัลยาณไมตรี"" OR ""กาญจนาภิเษก"" OR ""กำแพงเพชร"" OR ""กิ่งแก้ว"" OR ""ขี้เสือใหญ่สามัคคี"" OR ""ข้าวสาร"" OR ""ครุใน"")",2023-09-19 18:27:38,2023-11-16 15:29:44,https://twitter.com/95_Pearl_/status/1704200592300855685,ข้าวสาร,,[]
799,Catter65422769,1704185241068523700,"ยุคหลังปี 2540 ส่งเสริมเมืองแห่งรถยนต์ที่แสนเลวร้าย
ภาพแถวประตูน้ำ ถนนราชปรารภ  หน้า ร.ร.อินทรา 
ทางเดินบาทวิถีกว้างพอๆกับพื้นที่ถนนเลย 

เมืองที่ส่งเสริมการใข้รถยนต์ที่แสนเลวร้าย แต่แก้ปัญหาจราจรไม่ได้
 ...ทางเดินกว้าง  ดูจะเป็นการส่งเสริมการพาณิชยกรรมมากกว่า",,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ยมราช"" OR ""ยานนาวา"" OR ""ยี่สิบสองกรกฎาคม"" OR ""รัชดา-ท่าพระ"" OR ""รัชดาภิเษก"" OR ""รางน้ำ"" OR ""ราชดำริ"" OR ""ราชดำเนินกลาง"" OR ""ราชดำเนินนอก"" OR ""ราชดำเนินใน"" OR ""ราชบพิธ"" OR ""ราชประสงค์"" OR ""ราชปรารภ"" OR ""ราชพฤกษ์"" OR ""ราชวิถี"")",2023-09-19 17:26:38,2023-11-16 16:01:37,https://twitter.com/Catter65422769/status/1704185241068523700,ประตูน้ำ,,['https://pbs.twimg.com/media/F6Z6htrb0AA8E-M?format=jpg&name=small']
800,mylili0997,1704154688655081945,คนมาห้วยขวางเยอะมากกกก มากราบบูชาพระพิฆเนศล้นถนน กุหาทางเดินกลับบ้านต้องอ้อมยาวเกือบชน ตาย,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ห้วยขวาง"" OR ""คลองสาน"" OR ""ตลิ่งชัน"" OR ""บางกอกน้อย"" OR ""บางขุนเทียน"" OR ""ภาษีเจริญ"" OR ""หนองแขม"" OR ""ราษฎร์บูรณะ"" OR ""บางพลัด"" OR ""ดินแดง"" OR ""บึงกุ่ม"" OR ""สาทร"" OR ""บางซื่อ"" OR ""จตุจักร"" OR ""บางคอแหลม"")",2023-09-19 15:25:14,2023-11-16 15:20:42,https://twitter.com/mylili0997/status/1704154688655081945,ห้วยขวาง,,[]
803,thongyordd,1704119277794820194,วันก่อนเห็นคนทวิตเรื่องทางเดินจาก 5 แยกลาดพร้าวไปต่อ mrt ไกล กูก็นึกขึ้นมาว่าอย่างน้อยทางเดินปม่งก็ยังดีนะ ตั้งแต่ขึ้นรฟมาวัดพระศรีอุบาทว์ที่สุดแล้ว รับรางวัลโนเบลสาขาอุบาทว์ยอดเยี่ยมได้เลย ที่สุดแห่งความตายของการเดินทาง,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""ประเวศ"" OR ""คลองเตย"" OR ""สวนหลวง"" OR ""จอมทอง"" OR ""ดอนเมือง"" OR ""ราชเทวี"" OR ""ลาดพร้าว"" OR ""วัฒนา"" OR ""บางแค"" OR ""หลักสี่"" OR ""สายไหม"" OR ""คันนายาว"" OR ""สะพานสูง"" OR ""วังทองหลาง"" OR ""คลองสามวา"")",2023-09-19 13:04:31,2023-11-16 15:25:10,https://twitter.com/thongyordd/status/1704119277794820194,ลาดพร้าว,,[]
808,pareenart,1703959553707241489,สมเด็จพระนางเจ้าสิริกิติ์ พระบรมราชินีนาถ พระบรมราชชนนีพันปีหลวง ทรงพระกรุณาโปรดเกล้าฯ พระราชทานชุดอุปกรณ์ปกป้องทางเดินหายใจแบบอากาศบริสุทธิ์ PAPR ให้แก่โรงพยาบาลประจำจังหวัดในสังกัดกระทรวงสาธารณสุข (รพ.) ทั้ง 76 จังหวัด จำนวน 456 ชุด,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""นครสวรรค์"" OR ""นครไชยศรี"" OR ""นนทรี"" OR ""นราธิวาสราชนครินทร์"" OR ""นวมินทร์"" OR ""นวลจันทร์"" OR ""นักกีฬาแหลมทอง"" OR ""นางลิ้นจี่"" OR ""นานา"" OR ""บรมราชชนนี"" OR ""บรรทัดทอง"" OR ""บางกอกน้อย"" OR ""บางกะปิ"" OR ""บางขุนนนท์"" OR ""บางขุนพรหม"")",2023-09-19 2:29:50,2023-11-16 15:43:02,https://twitter.com/pareenart/status/1703959553707241489,บรมราชชนนี,,"['https://pbs.twimg.com/media/F6WuLkFawAAjUkE?format=jpg&name=small', 'https://pbs.twimg.com/media/F6WuLkYbsAAsJou?format=jpg&name=small']"
810,touch_utcc,1703927371819258172,@js100radio พอมีทัวร์เริ่มเข้ามารถบัสรถทัวร์ก็เริ่มมาจอดริมถนนเทียมร่วมมิตรอีกแล้ว หลังจากที่ทางรถไฟฟ้าไม่ให้จอดริมฟุตบาทหน้าโครงการ,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""เจริญกรุง"" OR ""เจริญนคร"" OR ""เจริญราษฎร์"" OR ""เชื้อเพลิง"" OR ""เตาปูน"" OR ""เทพลีลา"" OR ""เทียมร่วมมิตร"" OR ""เพชรบุรี"" OR ""เพชรเกษม"" OR ""เพลินจิต"" OR ""เยาวราช"" OR ""เย็นอากาศ"" OR ""เลียบทางด่วน"" OR ""เลียบด่วน"" OR ""เลียบทางด่วนเอกมัย-รามอินทรา"")",2023-09-19 0:21:57,2023-11-16 16:34:05,https://twitter.com/touch_utcc/status/1703927371819258172,เทียมร่วมมิตร,,[]
